A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
3.3801738878350758,3.768210519488785,3.2124000845763434,4.144735279028378,3.4010676824708144,2.684357112816579,3.147430119141209,3.0720742659143516,2.5902278141260213,2.693659088785117,2.9868917476597394,3.468203863861238,4.325980487669662,3.225679457615696,4.128222720310461
2.7372306499547223,3.0621626045423573,2.4929086076040887,2.413153574982963,2.871019858479962,3.2518855428256406,2.7594712265575865,2.5391889179936222,2.1935767864789346,2.80273372060992,3.5175655147913667,2.9363703587507892,2.4675806229720756,2.489657435548899,4.340905384265106
3.661927750288273,3.8265622230812983,2.1701796812460397,3.5636611390094384,3.7716003627240697,1.7828340664179207,2.7607432184241976,2.1123866633654105,2.3347180405094807,3.613932320150059,3.270281955823792,2.908634764973514,2.252132105247955,2.467684874873671,3.5948127906166065
3.3801165354289,3.878608935667139,3.939046426928653,2.5980530815135214,3.0785821631003114,3.5525944910273086,2.3769683589933717,2.7862026086045573,2.2061574867329994,3.8223792302393904,2.1217274104721136,3.0343752586572577,2.9710184306483045,3.5129997866170566,3.9638723707781898
3.465317298580337,3.358821097631012,3.8529762546635915,3.0233685143997433,3.5930498327730875,2.4567617492170273,3.1224039398532324,2.7910497679109754,3.3332983124016904,1.8431850496963729,3.2374330406154734,3.12816164735276,3.3351927982106706,4.3874949409529655,1.7858118547013482
2.816414126399787,2.083526557744194,3.2272379087823135,1.3781537608070324,3.111013002438303,3.200784509710896,2.475964998190509,3.5581312770824782,4.142662114508828,4.274811147652088,1.702691316180835,2.3921187697680577,3.30312975137977,3.6092774791384086,2.568235016714238
3.0443476246473495,2.5829150214593053,2.805862951321897,2.35838881937179,2.23355324585454,3.5874334263162195,3.110485746149897,2.7689675437544987,3.6673403323930427,3.564206007942973,4.478358330806931,2.882114758187909,2.815143201080444,2.3126223180417806,3.7096051409742152
3.6169975852105205,2.9949666308364726,2.6767933810643267,3.0651837244955367,2.0512689639553487,2.311438538386283,2.9120508739825723,3.463933742206205,3.447851973829585,4.337968094244675,1.9682915610875198,2.339038556393231,2.3147827101183527,1.4844062571616097,4.015064232767767
3.5441348774540815,3.938288747780235,2.878268548038625,2.2539871709825237,3.222662841509445,2.055547432733717,3.0919587173474747,2.374326634521821,3.133066102842027,4.153952395605181,2.1451037570680898,2.765533232603456,3.1059067775947238,2.9913842965334574,2.988219101233412
3.083059215376103,3.852432386562418,3.3754302094829542,3.7452715963596632,3.8486319839497267,3.1196951804072004,2.462521255565714,3.4942880321806973,2.8281269341622974,3.489941412802878,3.8264139116718603,3.4485198777857504,2.6558870155752263,3.8308825251961305,3.8087214977948007
2.044806803913382,3.145502865480212,3.12617811505717,2.9356200002727673,2.715753718467683,2.9035574950812433,3.3939711807124047,4.030151442769078,2.7780898715820856,3.034845623130813,2.7970060732751585,3.389449555755586,3.4588570771996032,3.8803062513354263,3.9005429024911464
2.9875417114459064,3.2588491488609956,2.83969053500225,4.294034690199259,3.1305446976300315,3.3715473389397115,3.323222186917605,3.148477831112832,3.154595867112294,3.472234900564769,4.095807706888067,2.1892208462558167,2.2852760765909093,3.190656344708673,2.8905346398838763
3.040887097260389,4.2330416992588535,1.863845471319027,2.470088667336559,2.4435120135512785,2.042129946042061,2.5678454839830014,2.2530948528021653,3.28359181641839,3.141281937372593,2.8189465524881743,2.4837659526399296,1.4811598056423596,3.1292390075174827,2.113811861930526
2.4981713802531393,3.067883944314675,3.5792089723322884,2.7005333967957807,2.5874544207713677,1.6032900054308015,3.3093969261416065,3.524459762809738,2.227965829370789,3.015022126421231,3.312115754406445,1.9382743327872314,3.2352531698562306,3.8917136386071323,3.6412660279662257
4.6518253506398555,4.269540923371257,1.8507635903006676,2.907175821944961,2.9776190527987403,2.430736129189966,3.4077855685442877,2.6420505625551503,4.16229842559562,2.482124512168641,3.563503187655874,2.871932117681096,1.8248217320859683,3.069516813875457,2.393407705321369
3.7264617075276796,2.13692939888358,3.5858753987569933,3.202848991270504,2.025837670616933,3.537917149256547,3.308481769844371,2.978303909908683,4.692928771334987,3.8723373031932975,3.241733398027169,2.772596907019501,3.1388113258988093,2.743384676461744,2.790465541475515
2.7173751059406097,2.5139314419305343,3.1027746200683275,3.2579028152835448,3.305651653065906,4.627244651158311,2.399877126200592,2.8912834098623144,2.755549671121116,3.72774331374045,3.7657596863833267,3.3617517328702737,3.2838760268126173,2.0017842709433724,2.855615909582548
3.7138681670957263,3.4194677295890417,3.4128176734431213,3.44034100797185,1.294147705431209,3.5491071160466747,3.257967277224046,3.5776712557106496,3.1037407302693136,2.4159139897990225,1.5773441746044674,4.317694747057444,2.6463140297101178,2.9105832897477204,3.418108147134479
2.736656212002815,2.156729462577916,1.770874836892181,2.6461850225560233,1.7414069029609447,2.961926808963268,2.7703238381088027,2.9681709106369083,2.740334195435212,2.803718619634186,3.0837670776136754,3.1028850712737754,3.948975123128471,3.0942061785007207,2.53780688625434
2.4392217550423245,3.1842110905928265,3.6011152984131596,2.96788748212456,4.151909225447266,2.624760685440256,2.132378374951492,1.913677595092378,3.102154087335876,2.017963184188095,1.872709168986767,2.5236963534142927,2.5339721548959004,2.641941523687567,3.2032899705721465
3.1635079250111184,3.3630010811586466,2.2401388819027286,3.2353568264734625,3.0768977084971065,1.9429201249591612,3.1659619671916657,2.55933116878877,2.3618750680438376,1.8517781208784974,1.8279210245012933,4.141796016260978,2.840182348904501,3.418273492411087,3.099908092029145
1.6291058470494497,3.163161895113442,4.715935621354924,3.1379589682788924,3.718886139249097,3.3826283004975815,1.437814435458274,3.248638174820523,3.708924897399828,3.3326334184320343,1.771797078422463,3.033241472703558,3.864769815990642,3.138510397123318,3.121039611615978
3.406793425083001,3.307416409851858,2.5377725803959845,3.4152268126787284,2.5675673936625083,3.277159703958479,3.0220440678543175,1.764892942478066,1.9866951093759857,3.817102873333825,3.6867719452506327,3.518333044041095,3.026738600459672,3.289614029329658,3.355701853819116
1.9170125693544637,1.6921506548321217,2.648402547399782,1.453398030218871,4.071570630647059,3.1490351233753264,2.0060217844215438,3.601742465876212,2.005291438870785,2.6883812261127247,2.2727468853920865,2.9444334876681584,4.808493694518171,2.440946596519555,3.859400238066991
2.7124248546343757,3.3207547784747566,2.6196553822120703,3.6346250297714597,1.3445946419724117,2.1235087644657775,4.427970180675837,2.676109781907203,3.222382534435459,3.5045030702102884,3.444657924502464,2.2917670086344653,3.796472722601326,2.266233155812514,2.121627602877819
2.5938104280540917,3.7589641389667587,1.7440663026409222,2.16750621293123,3.8686225871267728,3.024817748219986,2.4454024718503184,2.8279897141116175,2.5047449319952637,4.13873697129651,4.038511528013439,2.303093953644634,3.192218129682022,4.257616739095306,2.2693456277112145
3.3463060348034195,3.166666562094415,3.2113022243245726,2.5190560014685572,3.522153548665864,3.5224061913682068,2.7224261166703365,2.407847371190021,3.1865349077222263,2.776749815510262,1.582573022934886,3.7012865182437658,3.0469265218061072,3.850676270064727,2.5870244067445953
3.760320505060981,2.041235824971384,3.3066564854535905,2.17920922385549,2.4743659134885814,2.561335066759674,3.242509953207077,2.537864671567926,2.93919205970778,3.626492432763324,2.766309869704687,1.9237424046849907,2.8492909845033636,2.897348168771953,2.4600003802249457
1.8904251090147244,3.0325654891861804,2.7598644421965277,3.232390442535934,3.8383855212854847,2.379751756740059,3.5194989193314807,1.7526877188321395,3.5349801582985134,1.9225475340269236,2.415444189169118,2.5842571681482394,3.401987358620988,3.2951797616073137,3.2007260775599664
3.0272456110794104,1.9282625867976588,2.9570415298134094,3.5246021380252923,3.166942581157574,5.0,1.2643115129230447,2.7833795237469223,2.0291706993764587,3.2714102799021516,3.583608443533006,2.8245506074001163,3.3141833958336844,3.249398710460292,2.634091231023435
3.579452447406597,2.818159661359243,3.7390130495093308,2.7017753148253245,2.185619513928181,2.4786435968212173,3.3894216103621098,2.726402413744322,3.0340589836742082,2.3265915421480354,2.8278301383741704,2.8990947420030215,4.0561326695048265,2.9402110658964684,2.9621835287798333
3.1625166184162787,2.161559954577999,2.548163531178956,4.370584268353566,2.6464307665862092,2.320392876463151,1.5522751380545743,1.9865359373744416,2.8251083242910267,1.518548126088609,2.4846706554760996,3.7976610169592386,2.6679515427040394,3.0721206781918458,2.43150352189347
3.0427400676270073,2.157030303292256,3.645708347304356,2.0410053072784033,3.334450086502803,2.6721732782623637,2.856847587586702,3.3388412637643543,2.387611959477757,3.827522924297556,3.8747741842753785,3.0773468109966404,3.20167002896708,3.8565715575181545,3.3451660684938394
3.2176806811223764,2.9830440549028774,4.509358584735443,3.500164300935359,3.184894612258223,3.861621743980067,3.2361327720210245,3.9899999691435326,3.440129236751151,3.2861646911150624,3.725782511396101,2.1522553226620715,2.8050581624488427,2.3960579680579306,2.617601848885723
2.4353876381059756,3.341307191457165,3.2494118961876786,2.524739647690611,2.7101846500518354,1.974281690695851,3.021126737525121,2.0532976272936514,3.3905019155740113,2.4337715444824646,3.4488949045495825,2.90378093458615,3.7412355408765867,1.7913791017691771,2.825090451965412
3.288343790164615,2.605641410030149,3.3603234306524983,2.7509677761501035,2.9709540435953934,3.07795192850139,3.650834948125298,2.407971509793697,2.9342535951217217,2.633212737876455,3.6344832365937574,2.694897214576204,2.0894923462686648,3.7827744456375676,2.8307795554877235
3.1327034813312875,1.3831157319396725,2.926510589192184,2.6630812164943567,3.5939611888732803,3.0826073436520143,2.1111078718437213,2.580139942497948,3.73273863611739,4.029315384761921,2.226902264163022,2.3052663541852407,3.001783905785334,3.0798608664006193,3.0563642640198836
2.8171893974196216,2.723923959163654,2.696219702909779,3.413878915071969,3.7651156369653163,1.798325580069871,4.004883018958692,2.276783372923835,2.178516447623922,3.724474730885194,3.609494741836593,1.5494581295725172,3.021086661465873,2.7794258896092745,1.9176278366806057
1.95437598247449,2.4412883026795567,4.11349311106019,3.273356969076889,2.644822719747878,2.013327877716999,2.701141751255391,2.8465132837251743,2.8268537381041927,3.2238217243224305,2.107010324794698,4.204011698795409,2.870906108150437,3.006808264414689,3.009263991872246
2.8935965941819735,2.142050965225401,3.0891701292010434,2.4811732104960065,2.2141582634279025,2.180450957622038,2.7502194583157937,3.663843924585243,2.8002770959539514,2.932200565508188,4.58429806113987,3.1040494925496707,2.0147850992008465,2.0027738384697504,2.762727593785895
1.8414123817314323,3.751831017810241,2.9134703422822934,2.752895628806052,2.5665734359724395,2.349768836410034,3.2928017519947304,2.5910424587707004,3.258966642499484,1.8045327901326866,2.4896399236645,1.8779074031939174,2.840414838403713,2.411330206343699,2.9436922150674545
3.016657333442678,3.679267711504162,3.5051245922620238,3.1873411463336105,3.0141007979514516,2.365462951544786,2.1293859718308896,3.825220328940805,2.978402371157529,2.0869975998427823,2.1126806185342693,2.237705649462945,2.735769103003191,2.9271427145677595,4.109795428285911
3.425187993289461,3.4792060410589682,3.7633055334054224,2.0999453625501507,3.256948502949125,2.2519764301944183,1.9843633007236405,3.112899714465732,2.218411835047475,2.1877227608309964,3.0378154373097246,3.526876206265074,2.5952938384981614,2.425132516064936,2.823071824626907
3.0644978349949126,3.4389609339608267,1.8161960465844311,4.361837858246445,2.9755521991096447,2.896493121364205,1.4007216057925658,3.599096709148331,2.9766339842682483,3.626958453237326,3.1499837471472603,3.9295446925463065,2.5601434043366798,2.957444588207999,3.0550852534762885
4.736127554325562,3.617348353466534,3.5012278246020077,2.9103214008924243,2.5609808573801156,2.9514854088197158,2.1806550864252614,3.1006347229544833,2.5570950360460967,2.0671370926607295,3.887444445788642,3.7867237904809254,1.40620809129922,3.0460536968170886,3.2233276876652317
3.5304573659970675,2.3042659552084093,2.512588978895349,3.4460539952234717,2.7995510713897036,2.3876923802882293,2.8438571294971706,2.3045232364100574,3.645731748640557,2.2404325228274584,4.478750843162729,3.110306138319072,3.732587178027264,2.2741330321399884,2.0984214086446267
2.6875059648384005,3.225908320478547,2.8611308453832667,3.009524245055881,2.2571762468186813,3.871446534562933,3.6064315667747917,3.306902551600367,4.014579618033533,3.8221357193842103,3.2189809393594806,2.8028557660047637,2.807340664374201,2.940016939754879,3.0843456156654208
2.6447520309626036,2.9029288616743743,3.1152050138208054,3.6214996631421594,2.4927954659402114,3.416961398329849,2.619052012575194,2.8847975066798743,3.531029284204977,3.4423772044477587,2.3980308699434185,2.5393696659419382,3.082377155637891,4.041960650742778,3.1236497008575244
1.9570378422557748,4.242623827650057,1.742463164140617,3.6313279973363084,1.6856343052966758,2.985283102478387,3.8344465568560864,3.3531142066779323,2.843480122169839,3.474855787526202,3.459608939583078,1.0439851630676515,3.025740910200066,2.9410558424678164,2.6828099665812477
3.346014590589884,3.2977689432982564,4.22953598787639,3.618313573344653,2.928934537356934,3.5147583514487746,3.3691702964738752,2.806946639800945,2.7679049199069876,3.581703253903222,4.041787815955248,2.2311583395659733,2.582903931806131,3.09160844415489,3.138706577582948
3.0592522976004575,4.106089115254336,2.6744726840006874,2.52072949534387,3.472154794512895,1.6812597124126656,4.187550529576075,2.728164508745572,2.9530937760954483,3.1869495546832836,2.430071429320654,2.960660076901107,4.876183304908307,3.9107647908917347,3.0266019357036407
4.883816568539713,3.6515019312920516,2.6862267354534244,3.2590688579811102,2.3132465859517075,3.0201144293915094,2.665117100948719,1.9210433016758688,2.686150997911859,2.233546096658861,3.857254041876424,2.468564346033879,1.5104036927660105,3.38364610672026,3.2100588877857774
2.7579350997993193,3.2461434325142156,2.241298634256121,3.6916584553289304,2.9532491969702543,3.140215029742933,3.047294523387314,2.850831771946613,3.8164505574324785,1.5832986466020098,3.3553079112972126,2.6769851193098786,1.7359085418869649,2.1071426709183427,3.2032398043824
2.448291161649357,2.839508632692341,2.225006598022059,2.7534151917137097,4.133022190796898,3.5569390237034515,3.3299089773845405,1.7248069492191154,2.7553335838233934,2.5607788340108493,3.332707672408957,2.93440436184219,2.8737801012762136,1.5068122592415465,2.8296278231781224
2.4973602643678836,3.048757571467284,3.0573079542810073,4.309823282964606,2.9761273324231428,3.3374303245221,2.8735470014190945,1.8286292465036715,4.280831606037425,3.448318044509053,3.667061029385712,1.5743744393741856,1.8142989228961788,3.3836380047938754,3.1426810791671795
3.706165112152636,3.4542605189378888,3.191791738813888,2.3203723361838544,3.0014345607532156,3.033998992489456,3.3440792173257226,3.20595998700382,4.087428419372312,3.401905598599232,1.8415408303157317,4.27034004330519,4.244081145673834,4.02317179750252,3.50155908283075
3.4315839656434646,2.4763989316598223,2.759537117461464,3.327688684992034,2.903817321439199,3.5734733543928865,4.1116758544951955,2.764180805293817,1.908780864388316,3.51852152730426,3.4820049747550437,2.59494384708512,2.937202694177394,3.2778637258855445,3.1972454559374386
3.2581941681505184,3.6213310064654856,3.3352055189283454,3.986455730366399,2.269662599620492,3.106303706627593,2.963943817675519,2.7633123689785473,3.241790358547815,3.664856671196084,2.787909343145177,3.360715971781615,2.3348713320413674,2.985951392991455,3.2387663178034267
2.5370567564549305,3.769504642626438,2.9482905592673143,3.092255311335771,2.662939273473127,3.058302558894011,3.829372749877768,2.8134381161248054,3.3745715787406154,3.312281874150547,1.5000832750993367,2.7062256608519784,3.2826748475334457,2.955394941264459,2.2852328158355837
3.9984165294445586,2.7496617781807564,3.97237692134071,2.652829099624547,3.1254638514707933,2.797412174217842,3.716655180028372,2.6584377085980506,3.153854172858724,2.7153442287569796,1.9375611203146197,2.8846814112833044,2.3617786522174646,3.3599797196341314,2.032199989372076
3.213213420284966,2.1673773587401968,3.4490090893644747,2.639086120018695,2.7748066180398845,2.8061064230313133,3.655329934348743,3.077138409997152,4.726422065216109,3.3185915343058863,2.43141433824521,2.838256543865197,2.516272067683343,3.3038918440876786,2.366579089323283
2.4953568421610783,3.0809197646094972,4.229232134457615,2.8587385937791288,3.7786098695834394,3.817645320753975,3.0706576795176375,3.065282036942305,3.203114150943009,2.404237266131741,3.217310437270763,2.0173168183768024,1.7977840874211903,2.3230428195497064,2.916490229426419
2.530902812590623,3.243155581811744,2.354889060091096,3.5823053517648398,3.8562650708356965,2.046857828845606,1.8177692465454298,2.438821708377537,2.6926591369778987,2.935133209698651,2.9240551865407944,2.4275099222589067,3.0354308994594548,2.8869207440424103,2.915964325457886
2.5838707451556737,2.9486078184275164,2.138924727975109,3.1797768478689035,2.9947651180154153,4.362170891666514,2.887348111849076,2.883042112127733,1.3086913895025432,4.464741854184827,3.3162479478826072,3.4829244794487977,2.2818000524621977,1.6420759355990726,3.5604948530806504
2.43798883132797,3.239277237897661,4.059376586263813,3.051462603543186,2.892745129129603,3.358590658957273,3.5882842927168075,2.4868029760852908,2.854303888025218,3.7294370331162234,2.1522449020039227,2.543862684279044,3.0261816432982442,3.2675893825081332,3.3015482159329212
2.864510968961033,4.191452442870509,2.793181059652647,3.4095989975575987,2.656828201665869,3.0666170716681607,3.0505689969953464,1.6095713614225886,3.0566914732853614,3.0605880725322994,3.05994742524562,4.0085043310717,3.9116632459831386,2.190363088201165,3.5101941722598284
3.313341052897938,2.3960506238534305,2.4266836767101116,2.970667614859505,1.8844321597168818,2.380652341864746,2.5085215919804873,3.3821771522171376,3.3456005129504627,2.5653243992446937,1.5122734903237507,3.5349282310997134,4.096558493501901,3.125514423566088,3.297737136962577
1.0,3.37864748173401,4.227826309024137,1.7597968352896611,2.492434127159835,2.871591465113571,2.7184015802316805,3.0333084784704054,2.9148604144700263,3.109309798825472,3.5386121244855895,2.8731176286701445,3.152209571970177,3.010559145429782,3.3924207764800296
2.4776684105228624,3.5068042130091763,2.908675784083996,3.0575994704504397,3.0807485275397113,3.3279473311543146,4.661409587293768,1.9177792991122795,2.7329418298144215,3.756659065218136,3.025028823563866,1.3267215109425483,1.7784638216687774,4.07952415134294,3.2350801928000905
2.6171031012017716,2.9162784302952462,4.256506832850809,3.0926594236347773,3.3759556164812032,3.343773251857393,3.5522263631059916,3.017876631200319,3.158606254527068,5.0,4.125256138514392,2.0069671346410645,3.8923208312133246,3.062971469351568,2.923597878098106
3.03948885715172,3.443207940855395,2.3452065698432336,3.4595490747314614,3.373605660562552,2.8669114571220655,1.3963700038045834,2.5963891517057203,3.3032882900339215,2.894192739434923,4.591036139083875,2.9019763934586003,2.474866348647405,2.0634086122605195,2.204954278205569
4.515446745177979,2.8650928000597835,1.989539736048544,2.863698506324754,3.2050175881331335,2.993694924026246,2.7664717479821324,3.6228074940238764,3.831591218447178,2.348275810123697,2.1586413413724976,3.019384760836005,1.6443788548164124,2.5386702865632267,2.8775460279578415
3.4467612016756286,4.0286372062895675,4.228100474247505,3.4564301095379344,3.483966932745209,3.431223042652635,3.670555041049612,2.887349518140366,3.1051812094155986,2.9629935360241064,2.875700266750289,2.0063418078708084,3.81454900927424,2.3457955063913034,4.724303594877581
1.9402671687083721,1.3341031905461733,3.561996358761885,2.457827031121931,3.2517170608027275,2.3172989498128804,2.8847620478792524,2.2129367499957704,3.5998091595643666,1.2445752790077884,3.9489315647565544,3.772783824153473,1.585037673036641,2.1729353185443916,3.333049340119209
4.660062630205907,3.3127597291043456,4.011813530721891,4.654219486975997,2.1275962858918347,3.178866598859999,2.9131458828836516,4.235526577634056,2.449933991421414,1.612289163200192,2.776312533234408,3.0277098029736305,2.670229645205678,1.9994043675459425,1.8242974665231666
2.3757814352028,3.9248080221212724,2.5344376233948887,2.573816639859337,3.5064263467795764,3.418645655060368,2.445967750500089,4.448337556860739,2.3505629225530646,3.1283438364743015,3.981008559639789,4.520656854373877,2.4409383336248345,3.9393998427345647,3.6105028454390107
3.7826130461635863,2.1569812348670245,2.9496051213909027,1.7843831919349444,3.923232295522083,2.9107924954010405,2.6706577371628235,3.7229838370160757,2.2279992316053363,4.53421125957961,3.529849841189693,3.112841291929743,2.709864700298973,2.916188676591308,4.03953687203151
3.0034404757399447,3.015354160879154,3.6990183613954377,2.930847977036954,3.668382314853381,2.953637667714571,2.616238080077256,2.2642151474969596,1.5705923037331322,1.9370623260731914,3.03855828166846,3.3776489021289935,2.2853377706589733,2.873617179111605,1.8250906684371175
2.640818881171803,3.699284000925225,2.9658163050601902,2.99430952547813,3.2770297889147684,3.535029982627762,2.061347976447946,3.9113091171750183,4.1550926648937745,2.810031461462997,3.277223831130044,3.402796746723245,2.6451637837928557,3.148819647898059,3.940255486448664
3.589810611599465,2.907779232471578,3.433507354280377,4.1765922190142515,1.911283120831182,2.8559191534199093,2.409776183262994,2.2247621941349482,2.4097283780252927,3.350845727175222,4.076152876135936,2.949354490869185,3.4838682592727266,2.5222108196525417,4.289484551651142
2.892904531446785,3.6815342503186184,2.4572209178157154,4.019761800694481,3.1659335210480033,3.0230773845981482,3.5366532293960113,3.3767480316217617,3.756411705360332,2.1492094383392244,4.011973703324514,1.924700278706574,3.006223437584253,3.003750613275116,1.597306490958312
3.2332781603696077,1.8243719597739847,1.9038444573680475,3.8202390226621183,2.830150137364539,3.276261165009198,3.148045040222204,2.5905471144466667,3.0076932495397886,1.7636637115923837,3.4208462029214415,2.3791927137927993,2.8834190791932945,3.4476877632517593,2.4211768635259574
3.0106573314008562,2.2853962835334873,3.5078140516166942,3.9930726597055064,2.584109585203221,3.157953615422117,3.287793862151687,2.0759235966394978,2.718180133050036,2.918023126535969,2.2551485261687403,3.348468724022072,3.57292549519651,3.6018953038267307,2.9248419375068373
3.0518073297724166,2.9904608978444993,4.062479388901252,2.1049373970277023,2.6986916502327003,3.750230913295437,2.9327189020179665,2.211991361701921,1.7643439981746927,3.7967970821541033,2.9862253876999727,2.4973465792223153,3.005000155969431,2.2882457944211834,2.6394761571090486
2.7474134232882426,2.834393104707196,2.1681932096076966,2.3458752691337845,1.9790494368650737,2.911901134159271,1.0688072712368724,2.77093562886388,3.128067928056939,1.6729612656066353,2.717874175167714,2.808050561354092,2.278233116077428,3.4297259993636118,3.858486824966911
4.164580017424942,2.575942986206685,3.8117975634402996,2.737175832212778,2.098670352323903,3.342214387068209,3.578769338474772,3.2432506016531013,4.025596575024319,3.615233091287734,4.194816106319562,4.1172083312748775,1.4047284139866227,2.214205159465908,2.310346355281706
3.638321116895748,3.5321052239313344,3.5935184505452415,1.8099470195209126,3.136676050154282,2.4798345336311494,2.7296534850460272,3.4133137871330588,3.2793480935983403,2.285305762046184,3.863114929151294,3.4126064545601316,3.2633114064517823,4.060911533646182,2.8060105150995924
3.66913814566843,2.502530811221638,3.0403830591413783,3.0889871707843715,2.7908604947479994,3.3091850659764597,2.073682340726924,2.7002399300221662,3.4665255574860043,2.6091206106078317,3.550027396742593,4.053168927905575,2.3218938949424035,3.0864512438761444,1.7763903583985814
2.9214382169489217,3.799771319471591,3.9612666394058342,1.6976932030749927,3.1632078168368722,2.690202105423776,2.070389430739243,2.671989429727449,3.151011702575016,2.9992098033544994,2.4141745408892596,2.8449361654705156,2.5630213659502528,3.748393736958303,3.879684296758153
2.457568300736627,1.9192471661387291,2.925298143918276,3.7641097687742584,3.1925588911358025,3.2204185737679025,2.214485400587311,3.293184743274196,3.1274143942303776,4.370576657335359,3.2125908535789316,3.487436031914598,2.089565199476997,3.1259784498575476,3.8999395925701625
3.6193595429604613,3.6373555249217113,3.2983396335165938,2.7084346390952376,2.403904291533697,3.3164772565709333,2.8625882447430833,3.428484227788159,1.8678017943970717,3.190573461566318,3.550141600751242,3.3197112007814593,3.8881891348203057,3.333282417337092,3.1494023717258988
3.0521308128927207,2.4702676607094816,2.738889057783318,3.440748741041121,3.254466303974208,4.456308323118527,3.254972251053896,1.7197989953872308,2.5271820732214905,3.3220675572536127,4.085453057354134,2.567998755536984,5.0,1.8809862955364394,3.2996170140487835
2.5744412822786926,2.316340546383055,2.313205531474794,4.056356867559989,2.134485033950206,2.8395942994506114,3.0876159927727214,3.3295418320387515,3.1390063506959467,3.7088165165258538,3.5390828880576706,2.639736121613942,4.34716386384489,2.7621398747134904,3.505927532590706
3.204618760603337,3.4717598550641937,2.71972594817908,3.3187485029424475,2.8053156151386163,2.233297704452372,3.153533035504237,2.0019062163743158,1.713283452299206,2.135012129567569,2.9178653530689194,4.042434257069498,4.368245085062567,3.0256037989629077,2.2402469515564944
2.6418291198196835,2.3980569613841456,2.9435650336369616,2.6266700717523124,3.655686977086239,3.152694424389359,2.9966121892017785,2.6369816612227805,4.040843494533103,3.263274065796321,2.5714339047298687,2.7338675838237685,3.2921744588404978,3.092472435189342,4.085152369180062
4.6718612655806595,4.211986046237774,3.202515187510054,3.489776947795032,1.5932378826722586,2.7002505576941425,2.602617364613883,3.1171629936759344,3.835479996377037,4.435851942284549,2.9403900700751913,1.9347104453650776,3.0818333986250734,3.3995020636355697,3.6942256169337986
